"nodo1","nodo2","nodo1_nombre","nodo2_nombre","peso_arista","peso_nodo1","peso_nodo2","nodo1_afinidad","nodo2_afinidad","nodo1_dos_digitos","nodo2_dos_digitos","nodo1_dos_digitos_nombre","nodo2_dos_digitos_nombre"
112514,336310,"Camaronicultura y acuicultura de otros crustáceos en agua dulce","Fabricación de motores y sus partes para vehículos automotrices","0.5",2.5,101,0.301408917255585,0.300690585089834,11,33,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Industrias manufactureras"
112515,321910,"Piscicultura en agua dulce","Fabricación de productos de madera para la construcción","0.48780487804878",604,2120.5,0.501285869461191,0.451841352445723,11,32,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Industrias manufactureras"
112516,611411,"Piscicultura en agua salada","Escuelas comerciales y secretariales del sector privado","0.5",2.5,13,0.315082100052328,0.447547985579345,11,61,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios educativos"
112519,115111,"Otra acuicultura","Servicios de fumigación agrícola","0.5",10.5,2.5,0.296780283782388,0.32185348138175,11,11,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza"
112519,621212,"Otra acuicultura","Consultorios dentales del sector público","0.666666666666667",10.5,7.5,0.296780283782388,0.314992896426291,11,62,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios de salud y de asistencia social"
114119,611631,"Pesca y captura de otros peces, crustáceos, moluscos y otras especies","Escuelas de idiomas del sector privado","0.384615384615385",482.5,505,0.367901108307076,0.361340634428299,11,61,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios educativos"
115113,931510,"Beneficio de productos agrícolas","Regulación y fomento de actividades para mejorar y preservar el medio ambiente","0.428571428571429",22.5,2007,0.325299873229911,0.405514701281498,11,93,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales"
115119,431194,"Otros servicios relacionados con la agricultura","Comercio al por mayor de miel","0.666666666666667",25.5,17.5,0.275900101685162,0.377811846462057,11,43,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Comercio al por mayor"
115210,237131,"Servicios relacionados con la cría y explotación de animales","Construcción de obras de generación y conducción de energía eléctrica","0.5",33,182,0.373955012591154,0.325572699588284,11,23,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Construcción"
115210,339994,"Servicios relacionados con la cría y explotación de animales","Fabricación de velas y veladoras","0.5",33,138.5,0.373955012591154,0.408255295302912,11,33,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Industrias manufactureras"
212222,238350,"Minería de plata","Realización de trabajos de carpintería en el lugar de la construcción","0.5",256,5,0.435222791407579,0.312186895884058,21,23,"Minería","Construcción"
212222,311511,"Minería de plata","Elaboración de leche líquida","0.5",256,294,0.435222791407579,0.360102832123705,21,31,"Minería","Industrias manufactureras"
212231,212232,"Minería de cobre","Minería de plomo y zinc","1",702,440,0.374952144960153,0.389026705979846,21,21,"Minería","Minería"
212231,212399,"Minería de cobre","Minería de otros minerales no metálicos","0.5",702,10.5,0.374952144960153,0.347394173155159,21,21,"Minería","Minería"
212231,213119,"Minería de cobre","Otros servicios relacionados con la minería","1",702,2.5,0.374952144960153,0.314021478791346,21,21,"Minería","Minería"
212232,213119,"Minería de plomo y zinc","Otros servicios relacionados con la minería","1",440,2.5,0.389026705979846,0.314021478791346,21,21,"Minería","Minería"
212291,624222,"Minería de manganeso","Refugios temporales comunitarios del sector público","0.25",380,68.5,1,0.371257733335458,21,62,"Minería","Servicios de salud y de asistencia social"
212311,524110,"Minería de piedra caliza","Compañías de seguros","0.4",627.5,153.5,0.375453848040133,0.237545148813799,21,52,"Minería","Servicios financieros y de seguros"
212312,335311,"Minería de mármol","Fabricación de motores y generadores eléctricos","0.333333333333333",61.5,329,0.494065225323285,0.341820583289238,21,33,"Minería","Industrias manufactureras"
212319,713942,"Minería de otras piedras dimensionadas","Clubes deportivos del sector público","0.4",49,33,0.332494063889215,0.402277497710119,21,71,"Minería","Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos"
212321,611142,"Minería de arena y grava para la construcción","Escuelas de educación secundaria técnica del sector público","0.44",295.5,2674.5,0.384265075376885,0.368705124221063,21,61,"Minería","Servicios educativos"
212322,336340,"Minería de tezontle y tepetate","Fabricación de partes de sistemas de frenos para vehículos automotrices","0.333333333333333",88.5,371.5,0.422596933378488,0.32486820433689,21,33,"Minería","Industrias manufactureras"
212325,325993,"Minería de caolín","Fabricación de resinas de plásticos reciclados","0.5",52,5,0.391860986272297,0.287881241787453,21,32,"Minería","Industrias manufactureras"
212329,237121,"Minería de otras arcillas y de otros minerales refractarios","Construcción de sistemas de distribución de petróleo y gas","0.5",31,201,0.421483062233237,0.374727668898945,21,23,"Minería","Construcción"
212329,513191,"Minería de otras arcillas y de otros minerales refractarios","Edición de otros materiales en formato electrónico","0.5",31,5,0.421483062233237,0.310482328642554,21,51,"Minería","Información en medios masivos"
212392,512250,"Minería de piedra de yeso","Productoras y distribuidoras discográficas","1",2.5,5,0.286960623245663,0.247895627783662,21,51,"Minería","Información en medios masivos"
212394,212399,"Minería de roca fosfórica","Minería de otros minerales no metálicos","0.5",116,10.5,0.652359186667938,0.347394173155159,21,21,"Minería","Minería"
213119,325520,"Otros servicios relacionados con la minería","Fabricación de adhesivos","0.5",2.5,249.5,0.314021478791346,0.340787823761736,21,32,"Minería","Industrias manufactureras"
221111,324110,"Generación de electricidad a partir de combustibles fósiles","Refinación de petróleo","1",251,2.5,0.309417214566273,0.320804487999583,22,32,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Industrias manufactureras"
221111,325991,"Generación de electricidad a partir de combustibles fósiles","Fabricación de cerillos","1",251,251,0.309417214566273,0.473161575247779,22,32,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Industrias manufactureras"
221111,486210,"Generación de electricidad a partir de combustibles fósiles","Transporte de gas natural por ductos","1",251,2.5,0.309417214566273,0.289410856428481,22,48,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Transportes, correos y almacenamiento"
221111,488492,"Generación de electricidad a partir de combustibles fósiles","Servicios de administración de carreteras, puentes y servicios auxiliares","1",251,20.5,0.309417214566273,0.376729907430279,22,48,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Transportes, correos y almacenamiento"
221111,551111,"Generación de electricidad a partir de combustibles fósiles","Dirección y administración de grupos empresariales o corporativos","1",251,5,0.309417214566273,0.231980211014031,22,55,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Dirección y administración de grupos empresariales o corporativos"
221121,312111,"Transmisión de energía eléctrica","Elaboración de refrescos y otras bebidas no alcohólicas","0.5",15.5,713.5,0.340865084023765,0.404713696259007,22,31,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Industrias manufactureras"
221121,325320,"Transmisión de energía eléctrica","Fabricación de plaguicidas y otros agroquímicos, excepto fertilizantes y composta","0.5",15.5,336.5,0.340865084023765,0.406115139386868,22,32,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Industrias manufactureras"
221121,325999,"Transmisión de energía eléctrica","Fabricación de otros productos químicos","0.5",15.5,253.5,0.340865084023765,0.37482747192148,22,32,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Industrias manufactureras"
221121,326193,"Transmisión de energía eléctrica","Fabricación de envases y contenedores de plástico para embalaje con y sin reforzamiento","0.6",15.5,315.5,0.340865084023765,0.265785628566131,22,32,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Industrias manufactureras"
221122,931411,"Distribución de energía eléctrica","Impartición de justicia","0.454545454545455",1762.5,2414,0.415943994057387,0.382186743205669,22,93,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales"
221123,611699,"Comercialización de energía eléctrica","Otros servicios educativos proporcionados por el sector público","0.454545454545455",187.5,279.5,0.332448095984922,0.403361466184201,22,61,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Servicios educativos"
221311,325999,"Captación, tratamiento y suministro de agua realizados por el sector privado","Fabricación de otros productos químicos","0.4",52,253.5,0.369366034355633,0.37482747192148,22,32,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Industrias manufactureras"
221312,461121,"Captación, tratamiento y suministro de agua realizados por el sector público","Comercio al por menor de carnes rojas","0.60377358490566",3815,5167,0.423582825512196,0.425377629493815,22,46,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Comercio al por menor"
236111,541690,"Edificación de vivienda unifamiliar","Otros servicios de consultoría científica y técnica","0.428571428571429",1848.5,100,0.307090959356644,0.282956547817558,23,54,"Construcción","Servicios profesionales, científicos y técnicos"
236112,326120,"Edificación de vivienda multifamiliar","Fabricación de tubería y conexiones, y tubos para embalaje","0.666666666666667",373,67,0.274913589586558,0.292121189059657,23,32,"Construcción","Industrias manufactureras"
236112,327391,"Edificación de vivienda multifamiliar","Fabricación de productos preesforzados de concreto","0.666666666666667",373,345,0.274913589586558,0.405915616409194,23,32,"Construcción","Industrias manufactureras"
236112,332720,"Edificación de vivienda multifamiliar","Fabricación de tornillos, tuercas, remaches y similares","0.666666666666667",373,294.5,0.274913589586558,0.334170436244139,23,33,"Construcción","Industrias manufactureras"
236112,335311,"Edificación de vivienda multifamiliar","Fabricación de motores y generadores eléctricos","0.666666666666667",373,329,0.274913589586558,0.341820583289238,23,33,"Construcción","Industrias manufactureras"
236112,466113,"Edificación de vivienda multifamiliar","Comercio al por menor de muebles para jardín","0.666666666666667",373,98,0.274913589586558,0.370563199657031,23,46,"Construcción","Comercio al por menor"
236112,541420,"Edificación de vivienda multifamiliar","Diseño industrial","1",373,10,0.274913589586558,0.319853810024936,23,54,"Construcción","Servicios profesionales, científicos y técnicos"
236112,541610,"Edificación de vivienda multifamiliar","Servicios de consultoría en administración","0.666666666666667",373,707.5,0.274913589586558,0.247235477519231,23,54,"Construcción","Servicios profesionales, científicos y técnicos"
236112,561520,"Edificación de vivienda multifamiliar","Organización de excursiones y paquetes turísticos para agencias de viajes (Operadores de tours)","0.666666666666667",373,30.5,0.274913589586558,0.284066855639092,23,56,"Construcción","Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación"
236112,562211,"Edificación de vivienda multifamiliar","Tratamiento y disposición final de residuos peligrosos por el sector privado","0.666666666666667",373,16,0.274913589586558,0.370808217526558,23,56,"Construcción","Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación"
236112,623211,"Edificación de vivienda multifamiliar","Residencias del sector privado para el cuidado de personas con problemas de retardo mental","0.666666666666667",373,13,0.274913589586558,0.296507526044486,23,62,"Construcción","Servicios de salud y de asistencia social"
236113,238290,"Supervisión de edificación residencial","Otras instalaciones y equipamiento en construcciones","0.75",25.5,35.5,0.287665463707041,0.2357363368482,23,23,"Construcción","Construcción"
236113,311213,"Supervisión de edificación residencial","Elaboración de harina de maíz","0.666666666666667",25.5,10,0.287665463707041,0.300350262320883,23,31,"Construcción","Industrias manufactureras"
236113,323120,"Supervisión de edificación residencial","Industrias conexas a la impresión","0.666666666666667",25.5,13,0.287665463707041,0.23788365099776,23,32,"Construcción","Industrias manufactureras"
236113,513131,"Supervisión de edificación residencial","Edición de libros en formato electrónico","0.666666666666667",25.5,23,0.287665463707041,0.229837357752317,23,51,"Construcción","Información en medios masivos"
236113,519290,"Supervisión de edificación residencial","Portales de búsqueda en la red y otros servicios de suministro de información","0.666666666666667",25.5,13,0.287665463707041,0.301514967273608,23,51,"Construcción","Información en medios masivos"
236113,532289,"Supervisión de edificación residencial","Alquiler de otros artículos para el hogar y personales","0.666666666666667",25.5,10,0.287665463707041,0.264215586319712,23,53,"Construcción","Servicios inmobiliarios y de alquiler de bienes muebles e intangibles"
236113,561740,"Supervisión de edificación residencial","Servicios de limpieza de tapicería, alfombras y muebles","0.666666666666667",25.5,5,0.287665463707041,0.316763415466174,23,56,"Construcción","Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación"
236113,623211,"Supervisión de edificación residencial","Residencias del sector privado para el cuidado de personas con problemas de retardo mental","0.666666666666667",25.5,13,0.287665463707041,0.296507526044486,23,62,"Construcción","Servicios de salud y de asistencia social"
236211,238122,"Edificación de naves y plantas industriales, excepto la supervisión","Montaje de estructuras de acero prefabricadas","0.5",631.5,388,0.271682555688843,0.343019238117597,23,23,"Construcción","Construcción"
236211,484231,"Edificación de naves y plantas industriales, excepto la supervisión","Autotransporte foráneo de materiales para la construcción","0.5",631.5,749,0.271682555688843,0.374570133025966,23,48,"Construcción","Transportes, correos y almacenamiento"
236212,562211,"Supervisión de edificación de naves y plantas industriales","Tratamiento y disposición final de residuos peligrosos por el sector privado","0.5",23,16,0.295339139732014,0.370808217526558,23,56,"Construcción","Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación"
236212,623212,"Supervisión de edificación de naves y plantas industriales","Residencias del sector público para el cuidado de personas con problemas de retardo mental","0.5",23,8,0.295339139732014,0.291002411687968,23,62,"Construcción","Servicios de salud y de asistencia social"
236221,532110,"Edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales, excepto la supervisión","Alquiler de automóviles sin chofer","0.428571428571429",1388,72,0.291938668919431,0.276957215163202,23,53,"Construcción","Servicios inmobiliarios y de alquiler de bienes muebles e intangibles"
236222,237211,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","División de terrenos","1",2.5,2.5,0.301792338730147,0.269162493893436,23,23,"Construcción","Construcción"
236222,237311,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Instalación de señalamientos y protecciones en obras viales","1",2.5,20.5,0.301792338730147,0.322691273129718,23,23,"Construcción","Construcción"
236222,238110,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Trabajos de cimentaciones","1",2.5,274,0.301792338730147,0.361777762797076,23,23,"Construcción","Construcción"
236222,312222,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Elaboración de puros y otros productos de tabaco","1",2.5,20.5,0.301792338730147,0.464382360337026,23,31,"Construcción","Industrias manufactureras"
236222,326130,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Fabricación de laminados de plástico","1",2.5,2.5,0.301792338730147,0.250591750814333,23,32,"Construcción","Industrias manufactureras"
236222,327122,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Fabricación de azulejos y losetas no refractarias","1",2.5,8,0.301792338730147,0.297889388910866,23,32,"Construcción","Industrias manufactureras"
236222,332991,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Fabricación de baleros o rodamientos","1",2.5,2.5,0.301792338730147,0.273357740535787,23,33,"Construcción","Industrias manufactureras"
236222,333992,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Fabricación de maquinaria y equipo para envasar y empacar","1",2.5,2.5,0.301792338730147,0.259839128655408,23,33,"Construcción","Industrias manufactureras"
236222,431123,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Comercio al por mayor de pescados y mariscos","1",2.5,2.5,0.301792338730147,0.275875139618626,23,43,"Construcción","Comercio al por mayor"
236222,431212,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Comercio al por mayor de vinos y licores","1",2.5,21,0.301792338730147,0.214683445975229,23,43,"Construcción","Comercio al por mayor"
236222,431220,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Comercio al por mayor de cigarros, puros y tabaco","1",2.5,61,0.301792338730147,0.299926542741642,23,43,"Construcción","Comercio al por mayor"
236222,481210,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Transporte aéreo no regular","1",2.5,8,0.301792338730147,0.251220045661285,23,48,"Construcción","Transportes, correos y almacenamiento"
236222,484111,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Autotransporte local de productos agrícolas sin refrigeración","1",2.5,2.5,0.301792338730147,0.315045049486246,23,48,"Construcción","Transportes, correos y almacenamiento"
236222,488112,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Administración de aeropuertos y helipuertos","1",2.5,20.5,0.301792338730147,0.289162854163331,23,48,"Construcción","Transportes, correos y almacenamiento"
236222,488190,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Otros servicios relacionados con el transporte aéreo","1",2.5,23,0.301792338730147,0.257425726694946,23,48,"Construcción","Transportes, correos y almacenamiento"
236222,488511,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Servicios de agencias aduanales","1",2.5,5,0.301792338730147,0.270498510734315,23,48,"Construcción","Transportes, correos y almacenamiento"
236222,493119,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Otros servicios de almacenamiento general sin instalaciones especializadas","1",2.5,20.5,0.301792338730147,0.268346183741748,23,49,"Construcción","Transportes, correos y almacenamiento"
236222,513121,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Edición de revistas y otras publicaciones periódicas en formato electrónico","1",2.5,2.5,0.301792338730147,0.293658035189315,23,51,"Construcción","Información en medios masivos"
236222,513210,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Edición de software","1",2.5,2.5,0.301792338730147,0.217189920047235,23,51,"Construcción","Información en medios masivos"
236222,524130,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Compañías afianzadoras","1",2.5,2.5,0.301792338730147,0.223185185776768,23,52,"Construcción","Servicios financieros y de seguros"
236222,532412,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Alquiler de equipo de transporte, excepto terrestre","1",2.5,8,0.301792338730147,0.274839374858001,23,53,"Construcción","Servicios inmobiliarios y de alquiler de bienes muebles e intangibles"
236222,541350,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Servicios de inspección de edificios","1",2.5,89,0.301792338730147,0.353014694983198,23,54,"Construcción","Servicios profesionales, científicos y técnicos"
236222,541722,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Servicios de investigación científica y desarrollo en ciencias sociales y humanidades, prestados por el sector público","1",2.5,75.5,0.301792338730147,0.391048841745619,23,54,"Construcción","Servicios profesionales, científicos y técnicos"
236222,541820,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Agencias de relaciones públicas","1",2.5,8,0.301792338730147,0.197974062422081,23,54,"Construcción","Servicios profesionales, científicos y técnicos"
236222,541870,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Distribución de material publicitario","1",2.5,2.5,0.301792338730147,0.294584670381939,23,54,"Construcción","Servicios profesionales, científicos y técnicos"
236222,541910,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Servicios de investigación de mercados y encuestas de opinión pública","1",2.5,41,0.301792338730147,0.182705321810039,23,54,"Construcción","Servicios profesionales, científicos y técnicos"
236222,541990,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Otros servicios profesionales, científicos y técnicos","1",2.5,5,0.301792338730147,0.298133570900382,23,54,"Construcción","Servicios profesionales, científicos y técnicos"
236222,611431,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Escuelas para la capacitación de ejecutivos del sector privado","1",2.5,40.5,0.301792338730147,0.317241729228768,23,61,"Construcción","Servicios educativos"
236222,621114,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Consultorios de medicina especializada del sector público","1",2.5,8,0.301792338730147,0.338211283277185,23,62,"Construcción","Servicios de salud y de asistencia social"
236222,621411,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Centros de planificación familiar del sector privado","1",2.5,36,0.301792338730147,0.294208812864774,23,62,"Construcción","Servicios de salud y de asistencia social"
236222,621492,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Otros centros del sector público para la atención de pacientes que no requieren hospitalización","1",2.5,20.5,0.301792338730147,0.324385329001487,23,62,"Construcción","Servicios de salud y de asistencia social"
236222,621512,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Laboratorios médicos y de diagnóstico del sector público","1",2.5,216,0.301792338730147,0.414019702852593,23,62,"Construcción","Servicios de salud y de asistencia social"
236222,621992,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médico prestados por el sector público","1",2.5,75.5,0.301792338730147,0.426877546642421,23,62,"Construcción","Servicios de salud y de asistencia social"
236222,624221,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Refugios temporales comunitarios del sector privado","1",2.5,2.5,0.301792338730147,0.299485516706732,23,62,"Construcción","Servicios de salud y de asistencia social"
236222,713299,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Otros juegos de azar","1",2.5,470,0.301792338730147,0.260272539661248,23,71,"Construcción","Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos"
236222,713950,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Boliches","1",2.5,28.5,0.301792338730147,0.292163160564501,23,71,"Construcción","Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos"
236222,931110,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales","Órganos legislativos","1",2.5,326.5,0.301792338730147,0.416232061338543,23,93,"Construcción","Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales"
237111,532122,"Construcción de obras para el tratamiento, distribución y suministro de agua y drenaje","Alquiler de autobuses, minibuses y remolques sin chofer","0.571428571428571",297.5,31,0.349101860055813,0.350030050989996,23,53,"Construcción","Servicios inmobiliarios y de alquiler de bienes muebles e intangibles"
237111,541490,"Construcción de obras para el tratamiento, distribución y suministro de agua y drenaje","Diseño de modas y otros diseños especializados","0.571428571428571",297.5,17.5,0.349101860055813,0.37725383781322,23,54,"Construcción","Servicios profesionales, científicos y técnicos"
237112,532289,"Construcción de sistemas de riego agrícola","Alquiler de otros artículos para el hogar y personales","0.666666666666667",36,10,0.331092980104021,0.264215586319712,23,53,"Construcción","Servicios inmobiliarios y de alquiler de bienes muebles e intangibles"
237113,621991,"Supervisión de construcción de obras para el tratamiento, distribución y suministro de agua, drenaje y riego","Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médico prestados por el sector privado","0.5",2.5,23,0.329437190780798,0.390918987552252,23,62,"Construcción","Servicios de salud y de asistencia social"
237113,721210,"Supervisión de construcción de obras para el tratamiento, distribución y suministro de agua, drenaje y riego","Campamentos y albergues recreativos","1",2.5,2.5,0.329437190780798,0.33698587120691,23,72,"Construcción","Servicios de alojamiento temporal y de preparación de alimentos y bebidas"
237121,333993,"Construcción de sistemas de distribución de petróleo y gas","Fabricación de aparatos e instrumentos para pesar","0.5",201,2.5,0.374727668898945,0.28244690957804,23,33,"Construcción","Industrias manufactureras"
237122,339940,"Construcción de plantas de refinería y petroquímica","Fabricación de artículos y accesorios para escritura, pintura, dibujo y actividades de oficina","0.666666666666667",372,15,0.396876068440596,0.279422997476595,23,33,"Construcción","Industrias manufactureras"
237131,561920,"Construcción de obras de generación y conducción de energía eléctrica","Organizadores de convenciones y ferias comerciales e industriales","0.6",182,18,0.325572699588284,0.244603573618989,23,56,"Construcción","Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación"
237131,611211,"Construcción de obras de generación y conducción de energía eléctrica","Escuelas de educación técnica superior del sector privado","0.6",182,69.5,0.325572699588284,0.300605711033742,23,61,"Construcción","Servicios educativos"
237131,623992,"Construcción de obras de generación y conducción de energía eléctrica","Orfanatos y otras residencias de asistencia social del sector público","0.5",182,311,0.325572699588284,0.423717529354613,23,62,"Construcción","Servicios de salud y de asistencia social"
237132,238330,"Construcción de obras para telecomunicaciones","Colocación de pisos flexibles y de madera","1",13,10,0.35928886715763,0.359914897666017,23,23,"Construcción","Construcción"
237132,437312,"Construcción de obras para telecomunicaciones","Intermediación de comercio al por mayor de productos para la industria, el comercio y los servicios","1",13,12.5,0.35928886715763,0.2561821585131,23,43,"Construcción","Comercio al por mayor"
237132,513192,"Construcción de obras para telecomunicaciones","Edición de otros materiales integrada con la impresión","1",13,5,0.35928886715763,0.270108532006717,23,51,"Construcción","Información en medios masivos"
237132,524220,"Construcción de obras para telecomunicaciones","Administración de fondos para el retiro","0.666666666666667",13,344.5,0.35928886715763,0.29596266822237,23,52,"Construcción","Servicios financieros y de seguros"
237132,541711,"Construcción de obras para telecomunicaciones","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","0.666666666666667",13,31,0.35928886715763,0.268437920254238,23,54,"Construcción","Servicios profesionales, científicos y técnicos"
237211,237311,"División de terrenos","Instalación de señalamientos y protecciones en obras viales","1",2.5,20.5,0.269162493893436,0.322691273129718,23,23,"Construcción","Construcción"
237211,238110,"División de terrenos","Trabajos de cimentaciones","1",2.5,274,0.269162493893436,0.361777762797076,23,23,"Construcción","Construcción"
237211,311511,"División de terrenos","Elaboración de leche líquida","0.5",2.5,294,0.269162493893436,0.360102832123705,23,31,"Construcción","Industrias manufactureras"
237211,312222,"División de terrenos","Elaboración de puros y otros productos de tabaco","1",2.5,20.5,0.269162493893436,0.464382360337026,23,31,"Construcción","Industrias manufactureras"
237211,326130,"División de terrenos","Fabricación de laminados de plástico","1",2.5,2.5,0.269162493893436,0.250591750814333,23,32,"Construcción","Industrias manufactureras"
237211,327122,"División de terrenos","Fabricación de azulejos y losetas no refractarias","1",2.5,8,0.269162493893436,0.297889388910866,23,32,"Construcción","Industrias manufactureras"
237211,332991,"División de terrenos","Fabricación de baleros o rodamientos","1",2.5,2.5,0.269162493893436,0.273357740535787,23,33,"Construcción","Industrias manufactureras"
237211,333992,"División de terrenos","Fabricación de maquinaria y equipo para envasar y empacar","1",2.5,2.5,0.269162493893436,0.259839128655408,23,33,"Construcción","Industrias manufactureras"
237211,431123,"División de terrenos","Comercio al por mayor de pescados y mariscos","1",2.5,2.5,0.269162493893436,0.275875139618626,23,43,"Construcción","Comercio al por mayor"
237211,431212,"División de terrenos","Comercio al por mayor de vinos y licores","1",2.5,21,0.269162493893436,0.214683445975229,23,43,"Construcción","Comercio al por mayor"
237211,431220,"División de terrenos","Comercio al por mayor de cigarros, puros y tabaco","1",2.5,61,0.269162493893436,0.299926542741642,23,43,"Construcción","Comercio al por mayor"
237211,481210,"División de terrenos","Transporte aéreo no regular","1",2.5,8,0.269162493893436,0.251220045661285,23,48,"Construcción","Transportes, correos y almacenamiento"
